usage_id,provider,model,prompt_version,input_tokens,output_tokens,cost_estimate_cny,status,created_at
1788749302805_395b802e,deepseek,deepseek-chat,opening-levels-v1.1,1042,122,0.003002,success,2026-09-07 10:48:22
