stock_code,stock_name,is_fixed_holding,final_action,fusion_score,decision_reason,rule_grade,rule_score,next_day_up_probability,hit_1pct_probability,hit_2pct_probability,stop_2pct_probability,sector_name,sector_status,market_regime,buy_status,buy_range,sell_signal,sell_reason,lunch_status,next_day_result,review_result,positive_factors,negative_factors,generated_at
002466,天齐锂业,True,减仓,45.0417,规则未评级(0)；上涨8%；+1% 78%；止损22%；板块未知；以风控为先,未评级,0.0,0.083333,0.777778,0.555556,0.222222,,未知,情绪冰点,进入买点区,46.87 - 47.82,清仓,系统风险环境下冲高回落，优先防守。,上午达到2%止盈空间，但承接一般，下午不追，优先看是否已兑现。,未给买点,1.0,样本不足或基准模型：暂无稳定正贡献因子,样本不足或基准模型：暂无稳定负贡献因子,2026-07-19 23:23:34
