股票代码,股票名称,确认日期,日线评分,风险扣分,候选评分,风险等级,所属板块,板块映射来源,板块涨跌幅,主力净流入,主力净流入占比,板块当日资金排名,板块近5日排名,板块近5日平均涨幅,板块广度,龙头涨幅,板块数据状态,隔夜建议,昨收,今日开盘,上午最高,上午最低,午盘价,今日最高,今日最低,下午最高,下午最低,收盘价,今日成交额,尾盘成交额,尾盘放量倍数,今日涨跌幅,今日振幅,收盘位置,从低点修复幅度,从高点回落幅度,下午修复强度,是否突破上午高点,是否收在全天高位区,分时结构标签,尾盘抢筹标签,尾盘评分,最终评分,隔夜建议等级,隔夜建议说明
000811,冰轮环境,2026-07-24,98.0,0.0,98.0,中,通用设备,output/sector_cache.csv,1.19,369818992.0,2.37,11.0,126.0,-2.84,0.0,0.0,未知,优先观察,42.96,40.63,42.57,40.03,41.2,43.55,40.03,43.55,41.12,43.25,2520151469.73,376283165.56,1.23,0.68,8.19,0.9148,8.04,0.69,5.18,是,是,急跌修复成功型,尾盘抢筹,100.0,99.2,A,隔夜优先。结构【急跌修复成功型】，尾盘抢筹，最终评分99.20。
688106,金宏气体,2026-07-24,100.0,0.0,100.0,高,电子化学品Ⅱ,output/sector_cache.csv,1.56,-114118336.0,-1.16,439.0,31.0,1.96,0.0,0.0,谨慎,涨但资金未跟，谨慎,29.74,29.0,31.32,28.82,30.23,31.32,28.82,31.09,30.06,30.1,1061629203.09,109205913.0,0.84,1.21,8.41,0.512,4.44,3.9,0.13,否,否,高波动震荡型,尾盘普通,35.0,61.0,C,只观察。结构【高波动震荡型】，最终评分61.00，不主动隔夜。
300316,晶盛机电,2026-07-24,100.0,0.0,100.0,低,光伏加工设备,output/sector_cache.csv,0.28,-34599143.0,-4.33,372.0,44.0,0.64,0.0,0.0,谨慎,涨但资金未跟，谨慎,39.76,38.67,39.29,38.44,38.81,39.44,38.44,39.44,38.71,39.01,601775815.65,90258955.83,1.23,-1.89,2.52,0.57,1.48,1.09,0.77,否,否,普通震荡型,尾盘普通,20.0,52.0,C,只观察。结构【普通震荡型】，最终评分52.00，不主动隔夜。
300433,蓝思科技,2026-07-24,105.0,0.0,100.0,中,消费电子,output/sector_cache.csv,1.27,765460528.0,3.38,4.0,50.0,0.06,0.0,0.0,未知,优先观察,36.8,36.34,39.0,35.9,37.63,39.0,35.9,38.48,37.2,37.32,5294804441.86,504504692.16,0.78,1.41,8.42,0.4581,3.96,4.31,0.32,否,否,急跌修复失败型,尾盘普通,5.0,43.0,D,放弃。结构【急跌修复失败型】，最终评分43.00。
600536,中国软件,2026-07-24,100.0,0.0,100.0,低,IT服务Ⅲ,output/sector_cache.csv,0.38,-998149440.0,-4.78,487.0,136.0,-3.19,0.0,0.0,谨慎,涨但资金未跟，谨慎,34.9,33.01,33.39,30.9,31.19,33.39,30.56,31.26,30.56,30.56,1206616460.42,23558704.0,0.16,-12.44,8.11,0.0,0.0,8.48,0.0,否,否,急跌修复失败型,尾盘无承接,0.0,40.0,D,放弃。结构【急跌修复失败型】，最终评分40.00。
002990,盛视科技,2026-07-24,100.0,0.0,100.0,中,其他计算机设备,output/sector_cache.csv,0.73,128292576.0,1.02,29.0,167.0,-4.39,0.0,0.0,未知,优先观察,48.67,48.5,49.54,46.59,47.15,49.54,46.59,48.13,46.7,46.76,339073860.0,41463624.0,1.0,-3.92,6.06,0.0576,0.36,5.61,0.13,否,否,急跌修复失败型,尾盘无承接,0.0,40.0,D,放弃。结构【急跌修复失败型】，最终评分40.00。
601126,四方股份,2026-07-24,110.0,0.0,100.0,中,电网自动化设备,output/sector_cache.csv,1.5,14477928.0,0.75,99.0,26.0,2.25,0.0,0.0,未知,优先观察,42.79,43.77,43.79,41.3,41.75,43.79,41.3,42.45,41.65,41.72,990689937.19,101383914.8,0.84,-2.5,5.82,0.1687,1.02,4.73,0.17,否,否,急跌修复失败型,尾盘无承接,0.0,40.0,D,放弃。结构【急跌修复失败型】，最终评分40.00。
300657,弘信电子,2026-07-24,100.0,0.0,100.0,低,印制电路板,output/sector_cache.csv,3.28,576387840.0,2.23,8.0,4.0,8.65,0.0,0.0,未知,优先观察,33.68,32.5,33.16,31.93,32.17,33.16,31.8,32.72,31.8,31.8,670968281.73,88676341.7,1.08,-5.58,4.04,0.0,0.0,4.1,0.0,否,否,急跌修复失败型,尾盘无承接,0.0,40.0,D,放弃。结构【急跌修复失败型】，最终评分40.00。
002536,飞龙股份,2026-07-24,100.0,0.0,100.0,高,汽车,output/sector_cache.csv,0.51,-10338784.0,-0.08,289.0,145.0,-3.43,0.0,0.0,谨慎,涨但资金未跟，谨慎,50.1,49.5,52.0,47.5,48.08,52.0,47.5,49.14,47.5,48.19,2077624953.02,140397670.94,0.55,-3.81,8.98,0.1533,1.45,7.33,1.45,否,否,急跌修复失败型,尾盘无承接,0.0,40.0,D,放弃。结构【急跌修复失败型】，最终评分40.00。
002138,顺络电子,2026-07-24,100.0,0.0,100.0,中,被动元件,output/sector_cache.csv,4.66,914477888.0,9.85,3.0,1.0,10.45,0.0,0.0,未知,优先观察,43.84,42.36,43.19,41.4,41.9,43.19,41.4,43.0,41.8,42.11,1251698389.24,130178325.04,0.85,-3.95,4.08,0.3966,1.71,2.5,0.74,否,否,急跌修复失败型,尾盘无承接,0.0,40.0,D,放弃。结构【急跌修复失败型】，最终评分40.00。
603308,应流股份,2026-07-24,100.0,0.0,100.0,低,通用设备,output/sector_cache.csv,1.19,369818992.0,2.37,11.0,126.0,-2.84,0.0,0.0,未知,优先观察,43.57,43.95,45.23,43.4,44.35,45.49,43.4,45.49,44.1,44.1,682385308.39,75743845.75,0.91,1.22,4.8,0.3349,1.61,3.06,0.0,否,否,弱势收盘型,尾盘无承接,0.0,40.0,D,放弃。结构【弱势收盘型】，最终评分40.00。
000960,锡业股份,2026-07-24,100.0,0.0,100.0,中,,未匹配,,,,,,,,,,,31.9,31.4,32.12,30.84,31.25,32.12,30.84,31.48,30.88,30.89,1231642641.9,137323744.76,0.92,-3.17,4.01,0.0391,0.16,3.83,0.03,否,否,急跌修复失败型,尾盘无承接,0.0,40.0,D,放弃。结构【急跌修复失败型】，最终评分40.00。
603127,昭衍新药,2026-07-24,105.0,0.0,100.0,中,医疗服务,output/sector_cache.csv,-0.2,79626672.0,1.05,38.0,132.0,-2.98,0.0,0.0,谨慎,资金流入但价格弱，谨慎,48.06,47.83,48.49,45.22,46.3,48.49,45.22,46.85,45.22,45.26,2595115693.95,356139724.28,1.13,-5.83,6.8,0.0122,0.09,6.66,0.09,否,否,急跌修复失败型,尾盘无承接,0.0,40.0,D,放弃。结构【急跌修复失败型】，最终评分40.00。
688336,三生国健,2026-07-24,100.0,0.0,100.0,中,,未匹配,,,,,,,,,,,43.72,43.8,44.78,42.81,43.81,44.78,42.7,44.08,42.7,42.7,406055075.34,62291138.47,1.26,-2.33,4.76,0.0,0.0,4.64,0.0,否,否,急跌修复失败型,尾盘无承接,0.0,40.0,D,放弃。结构【急跌修复失败型】，最终评分40.00。
000831,中国稀土,2026-07-24,100.0,0.0,100.0,低,稀土,output/sector_cache.csv,0.47,-93644953.0,-10.24,430.0,3.0,8.83,0.0,0.0,谨慎,涨但资金未跟，谨慎,49.36,48.99,48.99,47.57,47.9,48.99,47.57,48.18,47.6,47.6,1031972302.21,137509988.02,1.09,-3.57,2.88,0.0211,0.06,2.84,0.0,否,否,急跌修复失败型,尾盘无承接,0.0,40.0,D,放弃。结构【急跌修复失败型】，最终评分40.00。
