usage_id,provider,model,prompt_version,input_tokens,output_tokens,cost_estimate_cny,status,created_at
1784447964478_059f1802_none_skipped_disabled,,,v2.5-labeling-001,0,0,0.0,skipped_disabled,2026-07-19 15:59:24
