日期,开盘,收盘,最高,最低,成交量,成交额
2025-02-14,27.27,26.91,27.4,26.3,68988115,1856470174.65
2025-02-17,26.6,27.5,27.58,26.56,54175140,1489816350.0
2025-02-18,27.16,25.4,27.5,25.0,69250560,1758964224.0
2025-02-19,25.55,25.99,26.1,25.47,52620653,1367610771.47
2025-02-20,26.8,27.35,27.96,26.68,97852185,2676257259.75
2025-02-21,26.72,27.3,27.4,26.26,82288976,2246489044.8
2025-02-24,27.3,26.24,27.3,25.82,65434529,1717002040.9599998
2025-02-25,25.55,27.31,28.2,25.39,96841105,2644730577.5499997
2025-02-26,27.45,27.69,28.6,26.64,93161548,2579643264.12
2025-02-27,27.7,28.77,29.57,26.88,110097951,3167518050.27
2025-02-28,28.18,25.6,28.19,25.46,77943517,1995354035.2
2025-03-03,25.32,24.14,25.59,23.57,54339632,1311758716.48
2025-03-04,23.71,24.66,24.98,23.56,34741232,856718781.12
2025-03-05,24.5,24.69,25.18,24.0,34060175,840945720.75
2025-03-06,25.04,25.62,26.43,24.9,58550246,1500057302.52
2025-03-07,25.35,24.75,25.5,24.61,39520275,978126806.25
2025-03-10,24.6,25.01,25.1,24.34,23867900,596936179.0
2025-03-11,24.51,24.92,25.29,24.41,23794700,592963924.0
2025-03-12,25.13,25.42,26.5,24.98,47633050,1210832131.0
2025-03-13,25.5,24.22,25.61,23.9,36372275,880936500.5
2025-03-14,23.9,24.74,24.86,23.9,25412025,628693498.5
2025-03-17,25.0,25.08,25.3,24.41,27463213,688777382.04
2025-03-18,25.01,25.41,25.9,24.77,38812900,986235789.0
2025-03-19,25.55,26.5,26.86,25.51,70427440,1866327160.0
2025-03-20,26.3,25.9,27.3,25.75,65841749,1705301299.1
2025-03-21,25.58,24.59,25.58,24.29,45356427,1115314539.93
2025-03-24,24.9,23.79,25.2,22.89,39370077,936614131.8299999
2025-03-25,23.56,22.15,23.75,22.05,36800677,815134995.55
2025-03-26,22.05,22.16,22.66,22.05,19107100,423413336.0
2025-03-27,22.0,22.13,22.54,21.8,19431186,430012146.18
2025-03-28,22.05,21.55,22.49,21.55,19504139,420314195.45
2025-03-31,21.31,22.67,22.95,21.0,35224868,798547757.5600001
2025-04-01,22.66,22.38,23.41,22.25,27502525,615506509.5
2025-04-02,22.89,22.41,22.97,22.3,18829030,421958562.3
2025-04-03,22.01,21.59,22.4,21.33,22240475,480171855.25
2025-04-07,19.5,17.27,19.93,17.27,34588107,597336607.89
2025-04-08,17.27,17.42,18.14,16.67,39790071,693143036.82
2025-04-09,16.84,18.0,18.25,15.3,42841125,771140250.0
2025-04-10,18.75,18.8,19.63,18.64,38881500,730972200.0
2025-04-11,18.65,19.37,19.85,18.44,37549745,727338560.6500001
2025-04-14,20.29,20.21,20.6,19.91,38761070,783361224.7
2025-04-15,20.2,19.89,20.3,19.65,24007200,477503208.0
2025-04-16,19.9,19.53,19.98,19.0,23537600,459689328.0
2025-04-17,19.26,19.27,19.78,19.17,19485038,375476682.26
2025-04-18,19.28,19.15,19.43,19.01,14277200,273408380.0
