日期,开盘,收盘,最高,最低,成交量,成交额
2025-01-24,87.82,87.55,88.5,86.58,7073029,619243688.9499999
2025-01-27,87.49,84.86,87.99,84.8,6829488,579550351.68
2025-02-05,85.17,89.1,90.5,83.5,12044059,1073125656.9
2025-02-06,88.23,89.35,89.8,87.56,6254959,558880586.65
2025-02-07,89.36,97.24,98.28,89.0,16577629,1612008643.9599998
2025-02-10,96.83,94.89,96.9,93.07,10442048,990845934.72
2025-02-11,94.6,95.5,96.2,94.41,6317445,603315997.5
2025-02-12,95.07,94.82,95.6,93.78,5918553,561197195.4599999
2025-02-13,94.47,92.5,94.6,92.5,5342826,494211405.0
2025-02-14,92.06,94.35,94.56,92.02,6477566,611158352.0999999
2025-02-17,94.48,92.5,94.86,92.0,5786014,535206295.0
2025-02-18,94.38,90.68,94.49,90.1,6258115,567485868.2
2025-02-19,91.0,91.23,93.27,89.6,7806436,712181156.2800001
2025-02-20,90.51,90.36,92.45,89.61,4730070,427409125.2
2025-02-21,90.0,88.48,90.2,87.1,10615599,939268199.5200001
2025-02-24,88.4,91.84,93.4,87.6,12880405,1182936395.2
2025-02-25,91.28,92.08,94.45,90.74,8835726,813593650.08
2025-02-26,92.1,93.34,94.35,91.73,7808437,728839509.58
2025-02-27,92.87,91.71,93.34,90.81,5614360,514892955.59999996
2025-02-28,91.2,92.55,95.16,91.1,9292398,860011434.9
2025-03-03,92.61,94.2,97.32,92.5,10240637,964668005.4
2025-03-04,95.0,94.41,96.0,92.95,4305861,406516337.01
2025-03-05,94.0,90.38,94.4,90.0,7252497,655480678.86
2025-03-06,90.39,90.6,91.01,89.05,6924539,627363233.4
2025-03-07,89.8,90.02,90.96,89.36,6063288,545817185.76
2025-03-10,90.0,90.05,90.79,89.11,4425858,398548512.9
2025-03-11,89.2,89.23,89.23,86.47,6305502,562639943.46
2025-03-12,90.1,89.67,90.87,89.44,4414870,395881392.90000004
2025-03-13,89.23,87.91,89.77,86.9,4303422,378313828.02
2025-03-14,87.87,89.15,89.59,87.28,5541781,494049776.15000004
2025-03-17,89.68,91.16,93.2,89.6,7691450,701152582.0
