日期,开盘,收盘,最高,最低,成交量,成交额
2025-01-24,15.4,15.32,15.48,15.22,2125700,32565724.0
2025-01-27,15.31,15.32,15.61,15.28,1921860,29442895.2
2025-02-05,15.33,15.56,15.66,15.31,2377080,36987364.800000004
2025-02-06,15.5,15.98,16.16,15.45,2647589,42308472.22
2025-02-07,15.94,15.98,16.16,15.78,2818110,45033397.800000004
2025-02-10,15.96,16.2,16.24,15.92,2314100,37488420.0
2025-02-11,16.19,16.14,16.2,15.96,1753449,28300666.86
2025-02-12,16.13,16.32,16.41,16.04,2500100,40801632.0
2025-02-13,16.5,16.65,17.2,16.33,6447000,107342549.99999999
2025-02-14,16.48,17.11,17.35,16.48,7937157,135804756.26999998
2025-02-17,17.0,16.73,17.0,16.51,5212244,87200842.12
2025-02-18,16.73,16.19,16.81,16.17,3958632,64090252.080000006
2025-02-19,16.19,16.41,16.47,16.08,2562792,42055416.72
2025-02-20,16.4,16.57,16.65,16.32,2489530,41251512.1
2025-02-21,16.49,16.65,16.75,16.38,3055300,50870744.99999999
2025-02-24,16.52,16.76,17.18,16.38,4175600,69983056.0
2025-02-25,16.6,16.55,16.72,16.47,2406600,39829230.0
2025-02-26,16.6,16.72,16.99,16.6,3312674,55387909.279999994
2025-02-27,16.78,17.31,17.31,16.69,7638627,132224633.36999999
2025-02-28,17.41,17.18,17.68,16.8,8137840,139808091.2
2025-03-03,17.21,18.01,18.01,17.18,10403175,187361181.75000003
2025-03-04,17.73,17.58,17.74,17.35,6820980,119912828.39999999
2025-03-05,17.42,17.73,18.35,17.42,7387609,130982307.57000001
2025-03-06,17.58,17.49,17.76,17.36,5726514,100156729.85999998
2025-03-07,17.42,17.0,17.42,16.9,4825842,82039314.0
2025-03-10,17.01,17.11,17.24,16.96,2755688,47149821.68
2025-03-11,16.91,17.0,17.0,16.74,2286380,38868460.0
2025-03-12,17.02,17.05,17.17,16.88,2674300,45596815.0
2025-03-13,16.95,16.82,17.05,16.61,2772500,46633450.0
2025-03-14,16.76,16.92,16.97,16.62,2151820,36408794.400000006
2025-03-17,16.98,17.01,17.09,16.89,1930900,32844609.000000004
2025-03-18,17.06,17.16,17.24,17.01,2559200,43915872.0
2025-03-19,17.09,16.86,17.09,16.85,2251300,37956918.0
2025-03-20,16.89,16.81,16.96,16.73,1609300,27052332.999999996
2025-03-21,16.73,16.52,16.92,16.44,2000300,33044956.0
2025-03-24,16.41,16.15,16.59,15.84,2676000,43217399.99999999
2025-03-25,16.06,16.54,16.73,16.05,2648700,43809498.0
2025-03-26,16.47,16.77,16.95,16.46,2614700,43848519.0
2025-03-27,16.69,17.29,17.46,16.69,7219000,124816510.0
2025-03-28,17.12,16.39,17.22,16.38,4860600,79665234.0
2025-03-31,16.18,17.5,17.61,16.18,8996780,157443650.0
2025-04-01,17.26,17.79,17.84,17.15,10039923,178610230.17
2025-04-02,17.6,17.44,17.8,17.3,6784120,118315052.80000001
2025-04-03,17.08,17.45,17.49,17.05,4506500,78638425.0
2025-04-07,16.44,14.02,16.6,13.96,7381300,103485826.0
2025-04-08,14.02,15.06,15.26,14.02,6159800,92766588.0
2025-04-09,14.75,15.03,15.21,13.7,5283470,79410554.1
2025-04-10,15.49,15.24,15.64,15.14,3630600,55330344.0
2025-04-11,15.15,15.16,15.46,15.0,2466300,37389108.0
2025-04-14,15.34,15.56,15.69,15.34,2924200,45500552.0
2025-04-15,15.56,15.64,15.84,15.49,2605000,40742200.0
2025-04-16,15.5,15.33,15.69,15.09,2094540,32109298.2
2025-04-17,15.3,15.72,15.96,15.21,2875500,45202860.0
2025-04-18,15.63,15.74,15.86,15.46,2284100,35951734.0
2025-04-21,15.63,15.95,16.05,15.6,2138000,34101100.0
2025-04-22,15.89,15.77,15.95,15.5,2863005,45149588.85
2025-04-23,15.79,15.9,15.95,15.68,2733552,43463476.800000004
2025-04-24,15.92,15.71,15.97,15.53,1982212,31140550.520000003
2025-04-25,15.71,15.5,15.79,15.47,1888600,29273300.0
2025-04-28,15.5,15.38,15.5,15.15,1561731,24019422.78
2025-04-29,15.41,15.5,15.67,15.26,1887500,29256250.0
2025-04-30,15.55,15.5,15.65,15.42,1587600,24607800.0
2025-05-06,15.57,15.86,15.87,15.57,1941800,30796948.0
2025-05-07,16.04,15.95,16.17,15.72,2775400,44267630.0
2025-05-08,15.88,16.16,16.2,15.81,2200000,35552000.0
2025-05-09,16.13,15.94,16.13,15.83,1510713,24080765.22
2025-05-12,16.05,16.19,16.22,16.01,2399912,38854575.28
2025-05-13,16.29,16.2,16.37,16.1,2369000,38377800.0
2025-05-14,16.2,16.17,16.26,15.96,2050600,33158202.000000004
2025-05-15,16.19,16.12,16.28,16.05,2139500,34488740.0
2025-05-16,16.11,16.15,16.23,16.01,1796300,29010244.999999996
2025-05-19,16.14,16.17,16.25,15.95,2048112,33117971.040000003
2025-05-20,16.08,16.19,16.24,16.08,1823160,29516960.400000002
2025-05-21,16.2,16.27,16.38,16.08,3704012,60264275.24
2025-05-22,16.18,15.67,16.22,15.64,3644900,57115583.0
2025-05-23,15.68,15.75,16.1,15.68,3101500,48848625.0
2025-05-26,15.75,15.79,15.84,15.52,2144800,33866392.0
2025-05-27,15.79,15.95,16.0,15.55,2533347,40406884.65
2025-05-28,15.87,15.96,16.44,15.87,3728500,59506860.0
2025-05-29,15.9,16.12,16.13,15.81,2725300,43931836.0
2025-05-30,16.17,15.78,16.17,15.74,2464100,38883498.0
2025-06-03,15.77,15.82,15.9,15.66,2016500,31901030.0
2025-06-04,15.9,16.03,16.13,15.8,2486600,39860198.0
2025-06-05,15.95,15.93,16.08,15.85,2105900,33546987.0
2025-06-06,15.93,16.06,16.32,15.88,3535500,56780129.99999999
2025-06-09,16.04,16.39,16.45,15.98,4259960,69820744.4
2025-06-10,16.39,16.7,17.09,16.38,8199380,136929646.0
2025-06-11,16.67,16.75,17.0,16.66,4934400,82651200.0
2025-06-12,16.73,17.06,17.21,16.55,5639300,96206458.0
2025-06-13,17.06,16.65,17.06,16.59,3816180,63539396.99999999
2025-06-16,16.76,16.71,16.95,16.62,3363600,56205756.0
2025-06-17,16.63,16.7,16.8,16.51,3048100,50903270.0
2025-06-18,16.61,16.59,16.7,16.32,2728100,45259179.0
2025-06-19,16.58,17.2,18.08,16.5,12669172,217909758.39999998
2025-06-20,17.03,18.03,18.04,16.75,19454098,350757386.94
2025-06-23,18.37,21.64,21.64,17.6,38050178,823405851.9200001
2025-06-24,22.78,25.97,25.97,22.2,44457744,1154567611.68
2025-06-25,27.35,31.16,31.16,25.15,61909282,1929093227.1200001
2025-06-26,29.04,26.65,29.78,26.6,49539021,1320214909.6499999
2025-06-27,26.85,26.7,27.86,25.56,39846529,1063902324.3
2025-06-30,26.11,27.78,27.94,25.76,37295486,1036068601.08
2025-07-01,27.3,25.27,27.32,24.6,31985300,808268531.0
2025-07-02,24.81,24.39,25.76,24.14,20368173,496779739.47
2025-07-03,24.7,25.13,25.18,23.58,22295906,560296117.78
2025-07-04,24.88,24.19,25.07,23.7,18957042,458570845.98
2025-07-07,24.2,24.54,24.6,24.0,12397760,304241030.4
2025-07-08,24.54,24.2,24.81,24.17,14615595,353697399.0
2025-07-09,24.09,23.6,24.2,23.44,14523880,342763568.0
2025-07-10,23.6,23.34,23.71,23.17,9462140,220846347.6
2025-07-11,23.39,23.62,23.64,23.24,9408540,222229714.8
2025-07-14,23.65,24.58,24.8,23.47,21802760,535911840.79999995
2025-07-15,24.25,22.9,24.25,22.52,17995280,412091912.0
2025-07-16,22.9,22.6,22.96,22.54,9580732,216524543.20000002
2025-07-17,22.65,23.05,23.13,22.46,7770500,179110025.0
2025-07-18,23.08,22.97,23.33,22.84,7777000,178637690.0
2025-07-21,22.86,23.15,23.2,22.79,6561400,151896410.0
2025-07-22,23.0,22.97,23.4,22.86,9337748,214488071.56
2025-07-23,22.73,22.53,22.96,22.39,7012340,157988020.20000002
2025-07-24,22.63,22.92,23.09,22.53,6910550,158389806.0
2025-07-25,22.87,22.71,23.09,22.63,5081695,115405293.45
2025-07-28,22.68,23.19,23.3,22.6,8881516,205962356.04000002
2025-07-29,22.98,22.85,23.13,22.6,7478900,170892865.0
2025-07-30,22.77,22.41,22.8,22.13,7397600,165780216.0
2025-07-31,22.3,22.11,22.6,22.0,4950300,109451133.0
2025-08-01,22.19,22.32,22.52,21.93,4943360,110335795.2
2025-08-04,22.12,22.68,22.68,21.9,4846500,109918620.0
2025-08-05,22.63,23.99,24.05,22.52,23212964,556879006.36
2025-08-06,24.01,24.49,24.64,23.51,22683040,555507649.6
2025-08-07,24.56,23.91,24.64,23.78,13301409,318036689.19
2025-08-08,24.0,23.61,24.25,23.54,8341548,196943948.28
2025-08-11,23.41,24.45,24.49,23.31,14677060,358854117.0
2025-08-12,24.5,24.01,24.5,23.86,9881500,237254815.00000003
2025-08-13,23.87,23.97,24.2,23.8,8439160,202286665.2
2025-08-14,24.0,23.15,24.15,23.1,9859661,228251152.14999998
2025-08-15,23.02,25.03,25.34,23.02,27056924,677234807.72
2025-08-18,25.15,25.52,25.75,24.7,23526560,600397811.2
2025-08-19,25.52,24.97,25.65,24.7,14223351,355157074.46999997
2025-08-20,24.93,24.8,24.93,24.42,8670831,215036608.8
2025-08-21,24.8,24.32,24.8,24.1,8789679,213764993.28
2025-08-22,24.15,24.26,24.45,24.08,6805200,165094152.0
2025-08-25,24.36,24.24,24.65,24.01,10563334,256055216.16
2025-08-26,24.21,25.21,25.3,23.6,18050725,455058777.25
2025-08-27,25.25,23.69,25.25,23.67,15421107,365326024.83000004
2025-08-28,23.88,22.96,24.14,22.18,12690552,291375073.92
2025-08-29,22.79,23.26,23.66,22.62,8605200,200156952.0
2025-09-01,23.19,25.1,25.5,23.18,19226069,482574331.90000004
2025-09-02,25.44,25.16,26.25,24.85,27476180,691300688.8
2025-09-03,25.19,30.19,30.19,24.51,36748941,1109450528.79
2025-09-04,29.89,27.5,30.09,26.86,41768592,1148636280.0
2025-09-05,27.5,28.33,28.87,27.5,36523232,1034703162.56
2025-09-08,28.87,29.84,32.5,27.6,40932889,1221437407.76
2025-09-09,28.5,31.94,34.3,28.21,40478924,1292896832.56
2025-09-10,31.1,30.26,31.41,29.56,29572140,894852956.4000001
2025-09-11,29.51,29.45,29.87,28.38,23024440,678069758.0
2025-09-12,28.9,28.17,29.3,27.52,24552500,691643925.0
2025-09-15,27.89,28.3,29.53,27.69,19447297,550358505.1
2025-09-16,28.12,27.7,28.58,27.24,16615120,460238824.0
2025-09-17,27.71,27.42,28.13,27.41,13369900,366602658.0
2025-09-18,27.43,27.68,28.39,27.1,16610200,459770336.0
2025-09-19,27.29,28.63,29.52,26.7,23352380,668578639.4
2025-09-22,28.66,28.03,28.9,27.18,15448500,433021455.0
2025-09-23,27.75,26.66,28.48,26.26,13315160,354982165.6
2025-09-24,26.6,27.65,27.87,25.66,15442317,426980065.04999995
2025-09-25,27.2,26.29,27.37,26.29,12628183,331994931.07
2025-09-26,26.06,25.5,26.58,25.41,7555940,192676470.0
2025-09-29,25.99,26.39,26.72,25.88,8366272,220785918.08
2025-09-30,26.42,26.35,27.19,26.21,8195880,215961438.0
2025-10-09,26.7,26.67,27.1,26.44,8243160,219845077.20000002
2025-10-10,26.51,26.0,26.91,25.7,7763760,201857760.0
2025-10-13,24.8,26.06,26.18,24.34,6505169,169524704.14
2025-10-14,26.32,25.95,27.33,25.82,10532251,273311913.45
2025-10-15,26.02,26.34,26.96,25.93,6310900,166229106.0
2025-10-16,26.22,25.63,26.45,25.43,5713100,146426753.0
2025-10-17,25.51,24.62,26.15,24.62,6105400,150314948.0
2025-10-20,24.94,25.39,25.67,24.62,7025800,178385062.0
2025-10-21,25.67,25.6,25.99,25.13,7445400,190602240.0
2025-10-22,25.25,27.03,27.59,25.06,16438532,444333519.96000004
2025-10-23,27.16,27.68,28.29,27.03,16218986,448941532.48
2025-10-24,27.39,27.94,28.1,27.15,13180100,368251994.0
2025-10-27,28.06,28.27,29.68,27.95,17750660,501811158.2
2025-10-28,27.89,30.42,31.48,27.42,22885300,696170826.0
2025-10-29,30.44,31.92,33.15,30.02,28147400,898465008.0
2025-10-30,31.92,30.0,32.66,29.8,23267355,698020650.0
2025-10-31,30.41,31.39,31.9,30.01,24039184,754589985.76
2025-11-03,31.25,32.43,33.22,29.62,26322636,853643085.48
2025-11-04,32.0,30.22,32.3,29.99,14942400,451559328.0
2025-11-05,29.67,30.9,31.18,29.64,15311752,473133136.79999995
2025-11-06,30.99,31.24,32.88,30.83,16502892,515550346.08
2025-11-07,31.0,31.71,32.93,30.65,18497160,586544943.6
2025-11-10,32.07,30.27,32.27,30.07,17114800,518064996.0
2025-11-11,29.95,32.25,32.82,29.9,22613405,729282311.25
2025-11-12,32.14,35.07,36.99,31.8,35413715,1241958985.05
2025-11-13,38.0,42.08,42.08,38.0,36669645,1543058661.6
2025-11-14,41.76,39.19,43.42,37.94,41643968,1632027105.9199998
2025-11-17,38.42,37.92,39.49,35.28,37530261,1423147497.1200001
2025-11-18,36.2,35.0,37.2,34.55,24469065,856417275.0
2025-11-19,34.65,33.52,35.79,33.38,18722480,627577529.6
2025-11-20,33.23,32.03,34.15,31.79,18130760,580728242.8000001
2025-11-21,31.5,29.14,31.5,29.06,15992540,466022615.6
2025-11-24,30.01,28.91,30.01,28.55,11273060,325904164.6
2025-11-25,29.02,29.69,30.07,29.0,12304340,365315854.6
2025-11-26,29.49,28.96,30.25,28.82,10630980,307873180.8
2025-11-27,28.71,30.07,30.76,28.6,18003780,541373664.6
2025-11-28,29.8,30.08,30.61,29.5,13741638,413348471.03999996
2025-12-01,29.9,29.44,30.76,29.22,12489800,367699712.0
2025-12-02,29.15,29.18,29.82,28.76,7733100,225651858.0
2025-12-03,29.14,28.7,29.96,28.68,12965500,372109850.0
2025-12-04,28.42,27.76,28.73,27.42,11632500,322918200.0
2025-12-05,27.7,27.98,28.0,27.0,6678861,186874530.78
2025-12-08,27.91,28.79,28.95,27.85,7947600,228811404.0
2025-12-09,28.68,28.36,28.75,28.21,5630000,159666800.0
2025-12-10,28.36,28.37,28.49,27.69,5889800,167093626.0
2025-12-11,28.31,27.63,28.65,27.58,5286700,146071521.0
2025-12-12,27.5,27.25,28.08,27.09,6508500,177356625.0
2025-12-15,27.2,26.87,27.49,26.79,5377760,144500411.20000002
2025-12-16,26.76,26.02,26.76,25.76,5830429,151707762.57999998
2025-12-17,26.1,26.44,26.5,25.7,4841500,128009260.0
2025-12-18,26.2,26.3,26.9,26.06,4967000,130632100.0
2025-12-19,26.56,26.31,26.58,26.0,4730100,124448931.0
2025-12-22,26.45,26.52,26.85,26.3,5152300,136638996.0
2025-12-23,26.4,27.08,27.55,26.2,11975600,324299248.0
2025-12-24,26.9,27.82,28.14,26.76,10862000,302180840.0
2025-12-25,27.7,27.8,27.89,27.3,7374300,205005540.0
2025-12-26,28.04,28.3,29.06,27.64,13043000,369116900.0
2025-12-29,28.29,27.85,28.8,27.71,10629100,296020435.0
2025-12-30,27.53,28.07,28.38,27.32,8078400,226760688.0
2025-12-31,28.04,27.63,28.04,27.43,6072300,167777649.0
2026-01-05,27.82,31.91,32.07,27.82,28450332,907850094.12
2026-01-06,31.5,30.83,31.75,30.7,22666913,698820927.79
2026-01-07,30.95,31.03,31.68,30.83,15608881,484343577.43
2026-01-08,31.21,31.09,31.69,30.6,16193310,503450007.9
2026-01-09,30.7,30.89,31.36,30.52,12749100,393819699.0
2026-01-12,31.3,32.58,32.66,31.14,20595751,671009567.5799999
2026-01-13,32.66,30.39,32.69,30.2,17322503,526430866.17
2026-01-14,30.25,30.48,31.16,29.88,12941443,394455182.64
2026-01-15,30.0,31.37,32.0,29.9,14801500,464323055.0
2026-01-16,31.38,33.39,33.97,31.26,24040280,802704949.2
2026-01-19,33.1,32.65,33.69,32.13,15395874,502675286.09999996
2026-01-20,32.68,34.84,34.88,32.03,21997246,766384050.6400001
2026-01-21,34.0,35.82,36.4,33.6,21468500,769001670.0
2026-01-22,35.03,35.22,35.79,34.45,14032081,494209892.82
2026-01-23,34.96,33.81,35.15,33.62,14943151,505227935.31000006
2026-01-26,33.51,33.56,34.64,33.34,10374555,348170065.8
2026-01-27,33.01,31.28,33.1,30.68,12618037,394692197.36
2026-01-28,31.28,30.81,31.51,30.7,7056500,217410765.0
2026-01-29,30.8,29.8,31.12,29.74,8303423,247442005.4
2026-01-30,29.68,29.82,30.17,28.88,6864000,204684480.0
2026-02-02,29.6,28.69,29.88,28.67,4430482,127110528.58000001
2026-02-03,29.14,29.57,29.59,28.9,4612200,136382754.0
2026-02-04,29.55,29.7,29.92,29.05,4716082,140067635.4
2026-02-05,29.48,28.81,29.8,28.8,4032700,116182087.0
2026-02-06,28.93,29.64,29.99,28.65,6004300,177967452.0
2026-02-09,29.9,30.35,30.45,29.7,5155000,156454250.0
2026-02-10,30.15,29.88,30.35,29.86,3709300,110833884.0
2026-02-11,29.77,30.23,30.66,29.71,4671680,141224886.4
2026-02-12,30.08,29.81,30.18,29.5,4255180,126846915.8
2026-02-13,29.8,29.37,30.05,29.37,3050980,89607282.60000001
2026-02-24,29.76,30.15,30.24,29.58,4162500,125499375.0
2026-02-25,30.08,31.98,32.18,30.08,11749122,375736921.56
2026-02-26,31.55,31.67,31.91,31.21,7880860,249586836.20000002
2026-02-27,31.38,31.58,31.8,31.16,5278300,166688714.0
2026-03-02,30.85,30.29,31.09,30.02,6338100,191981049.0
2026-03-03,30.3,27.69,30.58,27.67,9493160,262865600.4
2026-03-04,27.37,27.67,28.23,27.3,4005440,110830524.80000001
2026-03-05,28.11,28.1,28.35,27.79,3867480,108676188.0
2026-03-06,28.1,28.61,28.79,27.85,3948897,112977943.17
2026-03-09,28.05,28.24,28.47,27.63,4164597,117608219.27999999
2026-03-10,28.41,28.89,28.93,28.27,3187000,92072430.0
2026-03-11,28.86,29.0,29.67,28.76,4997637,144931473.0
2026-03-12,29.04,28.79,29.27,28.51,4338737,124912238.22999999
2026-03-13,28.5,28.61,29.77,28.5,5318100,152150841.0
2026-03-16,28.94,28.84,29.3,28.54,3892137,112249231.08
2026-03-17,28.56,26.73,28.99,26.69,7339780,196192319.4
2026-03-18,26.88,27.05,27.22,26.48,3566000,96460300.0
2026-03-19,26.72,25.92,26.8,25.77,4380093,113532010.56
2026-03-20,26.0,25.24,26.26,25.22,3362020,84857384.8
2026-03-23,24.85,24.11,25.38,23.96,3676890,88649817.89999999
2026-03-24,24.6,25.04,25.08,24.02,3775180,94530507.2
2026-03-25,25.04,25.19,25.3,24.92,3782985,95293392.15
2026-03-26,25.1,25.4,26.03,25.0,5225300,132722620.0
2026-03-27,24.85,26.5,26.94,24.7,7580058,200871537.0
2026-03-30,26.19,26.4,26.82,26.08,4998900,131970960.0
2026-03-31,26.33,25.83,26.56,25.83,4425901,114321022.83
2026-04-01,26.16,26.27,26.66,25.95,3637859,95566555.92999999
2026-04-02,26.18,26.3,26.91,26.01,4502600,118418380.0
2026-04-03,26.31,25.54,26.57,25.52,2955900,75493686.0
2026-04-07,25.54,26.08,26.23,25.54,2905880,75785350.39999999
2026-04-08,26.5,26.49,26.74,26.28,5766400,152751936.0
2026-04-09,26.52,25.84,26.52,25.5,5236100,135300824.0
2026-04-10,25.96,26.57,26.83,25.96,6562000,174352340.0
2026-04-13,26.45,26.23,26.57,25.98,3741100,98129053.0
2026-04-14,26.32,27.13,27.13,26.27,5829050,158142126.5
2026-04-15,27.12,26.38,27.29,26.3,4857600,128143488.0
2026-04-16,26.48,26.64,26.78,26.18,3540200,94310928.0
2026-04-17,26.53,26.8,26.9,26.33,4203200,112645760.0
2026-04-20,26.9,26.71,26.91,26.64,3410700,91099797.0
2026-04-21,28.72,30.88,31.36,28.72,27482877,848671241.76
2026-04-22,31.34,30.73,31.88,30.0,22341948,686568062.04
2026-04-23,32.0,31.07,32.57,30.56,18463542,573662249.94
2026-04-24,30.08,30.81,31.49,30.07,15143442,466569448.02
2026-04-27,30.2,30.56,30.83,30.0,10179360,311081241.59999996
2026-04-28,30.12,30.09,30.69,29.85,8408764,253019708.76
2026-04-29,29.8,30.8,31.0,29.56,10997497,338722907.6
2026-04-30,30.52,30.3,31.12,30.15,7991000,242127300.0
2026-05-06,30.3,30.97,30.99,30.1,9643642,298663592.74
2026-05-07,30.79,30.96,31.35,30.7,10402040,322047158.40000004
2026-05-08,30.7,30.57,31.33,30.41,8437500,257934375.0
2026-05-11,30.73,30.96,31.17,30.4,8927800,276404688.0
2026-05-12,30.9,30.16,30.9,29.72,8442500,254625800.0
2026-05-13,30.0,30.28,30.41,29.81,5836460,176728008.8
2026-05-14,30.29,28.88,30.48,28.83,8470660,244632660.79999998
2026-05-15,28.98,30.6,31.22,28.89,13568284,415189490.40000004
2026-05-18,30.7,30.28,31.14,30.0,8427004,255169681.12
2026-05-19,30.0,29.84,30.74,29.6,6198900,184975176.0
2026-05-20,29.57,30.1,30.55,29.31,8104759,243953245.9
2026-05-21,29.92,28.57,30.7,28.54,8328665,237949959.05
2026-05-22,28.71,29.77,30.0,28.6,6921720,206059604.4
2026-05-25,29.78,29.13,30.03,28.71,6016180,175251323.4
2026-05-26,28.81,28.62,29.76,28.21,5559500,159112890.0
2026-05-27,28.37,27.51,28.62,27.15,6549580,180178945.8
