日期,开盘,收盘,最高,最低,成交量,成交额
2025-01-21,34.3,34.16,34.5,33.88,2109808,72071041.27999999
2025-01-22,34.14,33.88,34.14,33.74,1441033,48822198.04000001
2025-01-23,34.1,34.03,34.57,34.03,2150466,73180357.98
2025-01-24,33.76,34.23,34.26,33.71,1800430,61628718.89999999
2025-01-27,34.3,34.06,34.7,34.06,1441900,49111114.0
2025-02-05,34.26,34.4,34.43,34.05,1319500,45390800.0
2025-02-06,34.45,34.97,35.0,34.22,2014637,70451855.89
2025-02-07,34.96,35.47,35.88,34.91,2641100,93679817.0
2025-02-10,35.54,37.17,37.21,35.48,4014958,149235988.86
2025-02-11,36.97,36.81,37.5,36.58,2679540,98633867.4
2025-02-12,36.8,36.51,36.86,36.28,2373700,86663787.0
2025-02-13,36.68,36.31,36.98,36.21,1865368,67731512.08
2025-02-14,36.3,37.55,37.64,36.23,3873760,145459688.0
2025-02-17,38.2,39.8,41.23,38.2,8197585,326263883.0
2025-02-18,39.7,38.59,40.5,38.3,6423993,247901889.87000003
2025-02-19,38.56,38.76,39.38,38.01,4148669,160802410.44
2025-02-20,38.76,39.32,39.99,38.69,4272220,167983690.4
2025-02-21,39.36,39.2,39.98,38.81,3729646,146202123.20000002
2025-02-24,39.22,38.66,39.45,38.25,2704114,104541047.24
2025-02-25,38.06,37.97,38.42,37.8,2747400,104318778.0
2025-02-26,38.13,38.92,39.46,37.74,4039896,157232752.32
2025-02-27,38.9,38.58,39.03,37.96,2812605,108510300.89999999
2025-02-28,38.24,36.9,38.78,36.83,3171419,117025361.1
2025-03-03,37.0,37.48,38.18,36.96,2621599,98257530.52
2025-03-04,37.32,37.67,37.89,37.21,1706300,64276321.0
2025-03-05,37.83,37.17,37.83,36.85,1927200,71634024.0
2025-03-06,37.3,37.95,38.15,37.18,2899758,110045816.10000001
2025-03-07,37.82,37.47,37.91,37.27,2171200,81354864.0
2025-03-10,38.46,37.96,38.78,37.53,2619500,99436220.0
2025-03-11,37.5,37.68,37.8,37.28,1827900,68875272.0
2025-03-12,37.69,37.45,37.91,37.39,2088000,78195600.0
2025-03-13,37.36,36.87,37.6,36.5,2473100,91183197.0
2025-03-14,36.87,37.69,37.7,36.69,2183583,82299243.27
2025-03-17,37.88,38.5,38.54,37.54,2583808,99476608.0
2025-03-18,38.39,38.38,38.96,38.11,2610700,100198666.0
2025-03-19,38.11,38.44,38.87,38.03,2144800,82446112.0
2025-03-20,38.84,37.93,39.14,37.93,2709465,102770007.45
2025-03-21,37.86,37.17,38.14,37.16,1948300,72418311.0
2025-03-24,37.12,36.49,37.36,35.9,1989086,72581748.14
2025-03-25,36.5,36.81,37.2,36.08,1830506,67380925.86
2025-03-26,36.68,36.83,37.28,36.51,1763220,64939392.599999994
2025-03-27,36.59,37.34,37.56,36.2,2384300,89029762.00000001
2025-03-28,37.15,37.34,38.71,37.12,3171100,118408874.00000001
2025-03-31,37.1,36.24,37.33,36.06,2391900,86682456.0
2025-04-01,36.43,37.98,38.75,36.43,5659820,214959963.6
2025-04-02,37.9,38.36,38.53,37.63,3587608,137620642.88
2025-04-03,37.96,38.1,38.81,37.8,2982488,113632792.8
2025-04-07,36.8,32.43,37.23,31.25,5165800,167526894.0
2025-04-08,33.0,33.11,34.27,32.4,3217700,106538047.0
2025-04-09,32.16,33.18,33.37,30.6,3165665,105036764.7
