日期,开盘,收盘,最高,最低,成交量,成交额
2025-02-14,16.72,16.75,17.16,16.65,8096600,135618050.0
2025-02-17,16.75,16.59,16.89,16.41,6848320,113613628.8
2025-02-18,16.7,16.49,17.0,16.41,10347900,170636870.99999997
2025-02-19,16.33,16.58,16.63,16.14,6321000,104802179.99999999
2025-02-20,16.6,16.64,16.64,16.36,4948800,82348032.0
2025-02-21,16.5,16.8,16.84,16.31,8582200,144180960.0
2025-02-24,16.6,16.87,17.07,16.52,7569500,127697465.00000001
2025-02-25,16.65,16.84,17.05,16.6,6632054,111683789.36
2025-02-26,16.85,17.2,17.27,16.85,10894554,187386328.79999998
2025-02-27,17.27,18.03,18.5,17.13,29141100,525414033.00000006
2025-02-28,17.85,18.55,19.8,17.65,32876751,609863731.0500001
2025-03-03,19.11,19.34,20.0,18.52,39916618,771987392.12
2025-03-04,18.6,18.16,18.6,17.53,25886904,470106176.64
2025-03-05,18.2,17.91,18.4,17.65,17013618,304713898.38
2025-03-06,17.97,18.1,18.22,17.8,17703700,320436970.0
2025-03-07,17.93,17.57,17.93,17.5,13772743,241987094.51
2025-03-10,17.55,17.76,17.8,17.55,8319000,147745440.0
2025-03-11,17.6,17.8,17.8,17.43,7001700,124630260.0
2025-03-12,17.93,17.71,17.99,17.69,8278819,146617884.49
2025-03-13,17.71,17.58,17.85,17.29,7450842,130985802.35999998
2025-03-14,17.45,17.68,17.72,17.2,7044800,124552064.0
2025-03-17,17.78,17.75,17.99,17.68,7086600,125787150.0
2025-03-18,17.96,17.88,18.21,17.81,9249044,165372906.72
2025-03-19,17.7,18.06,18.2,17.65,11979000,216340739.99999997
2025-03-20,18.07,17.57,18.08,17.52,8077900,141928703.0
2025-03-21,17.38,17.29,17.66,17.25,6113458,105701688.82
2025-03-24,17.29,17.13,17.39,16.61,6340200,108607626.0
2025-03-25,17.18,16.93,17.28,16.87,3340400,56552972.0
2025-03-26,17.0,17.09,17.19,16.88,3823600,65345324.0
2025-03-27,17.03,17.03,17.16,16.75,3544100,60356023.00000001
2025-03-28,17.03,16.96,17.32,16.82,4602000,78049920.0
2025-03-31,16.81,16.89,17.02,16.5,5475900,92487951.0
2025-04-01,16.86,17.19,17.43,16.86,5119000,87995610.0
2025-04-02,17.24,17.25,17.42,17.14,3685600,63576600.0
2025-04-03,18.11,17.59,18.11,17.41,14903241,262148009.19
2025-04-07,15.85,15.83,16.2,15.83,6364500,100750035.0
2025-04-08,15.0,15.06,15.6,14.38,12218426,184009495.56
2025-04-09,14.39,15.01,15.17,13.74,8878484,133266044.84
2025-04-10,15.25,15.24,15.6,15.18,7135000,108737400.0
2025-04-11,15.0,15.23,15.4,15.0,4594000,69966620.0
2025-04-14,15.47,15.66,15.83,15.43,4940800,77372928.0
2025-04-15,15.76,17.23,17.23,15.67,10503900,180982197.0
2025-04-16,16.54,16.77,17.24,16.54,15987004,268102057.07999998
2025-04-17,16.77,16.98,17.1,16.51,11180547,189845688.06
2025-04-18,16.84,16.95,17.14,16.6,7923358,134300918.1
2025-04-21,16.95,17.4,17.45,16.95,11701217,203601175.79999998
2025-04-22,17.18,16.88,17.19,16.75,9656858,163007763.04
2025-04-23,16.94,16.87,17.04,16.66,6088600,102714682.0
2025-04-24,16.85,16.5,16.85,16.41,4977400,82127100.0
2025-04-25,16.51,16.44,16.59,16.3,4518300,74280852.0
