股票代码,股票名称,确认日期,日线评分,风险扣分,候选评分,风险等级,所属板块,板块映射来源,板块涨跌幅,主力净流入,主力净流入占比,板块当日资金排名,板块近5日排名,板块近5日平均涨幅,板块广度,龙头涨幅,板块数据状态,隔夜建议,昨收,今日开盘,上午最高,上午最低,午盘价,今日最高,今日最低,下午最高,下午最低,收盘价,今日成交额,尾盘成交额,尾盘放量倍数,今日涨跌幅,今日振幅,收盘位置,从低点修复幅度,从高点回落幅度,下午修复强度,是否突破上午高点,是否收在全天高位区,分时结构标签,尾盘抢筹标签,尾盘评分,最终评分,隔夜建议等级,隔夜建议说明
600536,中国软件,2026-07-22,100.0,0.0,100.0,低,IT服务Ⅲ,output/sector_cache.csv,2.24,1242117616.0,11.04,10,144,-3.92,0.0,0.0,未知,优先观察,34.43,32.92,34.43,32.35,33.8,35.29,32.35,35.29,33.41,34.9,1756338142.78,173493754.67,0.81,1.37,8.54,0.8673,7.88,1.11,4.46,是,是,急跌修复成功型,尾盘资金回流,90.0,94.0,A,隔夜优先。结构【急跌修复成功型】，尾盘资金回流，最终评分94.00。
300458,全志科技,2026-07-22,93.0,0.0,93.0,中,数字芯片设计,output/sector_cache.csv,1.97,330181120.0,0.75,20,16,2.83,0.0,0.0,未知,优先观察,35.92,36.57,42.9,36.45,42.59,42.9,36.45,42.8,40.78,41.71,6437467787.11,621331937.27,0.79,16.12,17.96,0.8155,14.43,2.77,2.28,否,是,尾盘资金回流型,尾盘普通,55.0,70.2,B,可观察。结构【尾盘资金回流型】，最终评分70.20，只低吸不追高。
600938,中国海油,2026-07-22,100.0,0.0,100.0,低,油气开采Ⅱ,output/sector_cache.csv,4.0,5129242.0,0.41,166,78,-2.03,0.0,0.0,未知,优先观察,31.87,31.68,32.63,31.46,31.74,32.63,31.46,32.44,31.62,32.39,2830486754.22,350855359.95,1.02,1.63,3.67,0.7949,2.96,0.74,2.44,否,是,冲高回落再转强型,尾盘普通,45.0,67.0,B,可观察。结构【冲高回落再转强型】，最终评分67.00，只低吸不追高。
601168,西部矿业,2026-07-22,100.0,0.0,100.0,低,铜,output/sector_cache.csv,0.09,3843232.0,0.12,171,15,3.46,0.0,0.0,未知,优先观察,31.96,34.65,37.26,34.65,37.21,37.26,34.65,37.26,36.4,36.5,4947244047.24,285266593.48,0.47,14.21,8.17,0.7088,5.34,2.04,0.27,否,否,普通震荡型,尾盘普通,45.0,67.0,B,可观察。结构【普通震荡型】，最终评分67.00，只低吸不追高。
000893,亚钾国际,2026-07-22,85.0,0.0,85.0,中,农化制品,output/sector_cache.csv,0.48,-68564248.0,-2.34,453,61,-1.52,0.0,0.0,谨慎,涨但资金未跟，谨慎,44.5,46.02,49.0,45.51,48.48,49.0,45.51,48.77,48.0,48.45,1031681789.09,97291693.0,0.77,8.88,7.84,0.8424,6.46,1.12,0.94,否,是,尾盘资金回流型,尾盘普通,55.0,67.0,B,可观察。结构【尾盘资金回流型】，最终评分67.00，只低吸不追高。
600988,赤峰黄金,2026-07-22,90.0,0.0,90.0,中,黄金,output/sector_cache.csv,-0.84,-31132518.0,-2.39,418,20,2.23,0.0,0.0,回避,资金未去，避免隔夜,32.25,36.82,39.03,36.59,39.03,39.03,36.59,39.03,38.06,38.22,4160853101.95,404051691.65,0.8,18.51,7.57,0.668,4.45,2.08,0.42,否,否,普通震荡型,尾盘普通,45.0,63.0,C,只观察。结构【普通震荡型】，最终评分63.00，不主动隔夜。
002311,海大集团,2026-07-22,90.0,0.0,90.0,低,饲料,output/sector_cache.csv,0.18,-18147542.0,-4.15,380,37,0.28,0.0,0.0,谨慎,涨但资金未跟，谨慎,48.74,48.68,48.79,47.51,47.79,48.79,47.51,48.5,47.64,48.5,395975068.65,62131272.97,1.29,-0.49,2.63,0.7734,2.08,0.59,1.81,否,是,急跌修复成功型,尾盘普通,45.0,63.0,C,只观察。结构【急跌修复成功型】，最终评分63.00，不主动隔夜。
002841,视源股份,2026-07-22,100.0,0.0,100.0,低,消费电子,output/sector_cache.csv,0.75,741538448.0,4.75,12,57,-1.35,0.0,0.0,未知,优先观察,46.75,47.5,48.76,46.55,48.4,48.9,46.55,48.9,47.4,47.88,1037211701.73,111625136.28,0.88,2.42,5.03,0.566,2.86,2.09,1.01,否,否,高波动震荡型,尾盘普通,35.0,61.0,C,只观察。结构【高波动震荡型】，最终评分61.00，不主动隔夜。
000831,中国稀土,2026-07-22,85.0,0.0,85.0,中,稀土,output/sector_cache.csv,-0.17,-35314745.0,-3.72,427,5,6.54,0.0,0.0,回避,资金未去，避免隔夜,47.17,49.01,49.5,48.4,49.02,49.5,48.4,49.42,48.5,49.36,1620432622.09,180698374.21,0.92,4.64,2.33,0.8727,1.98,0.28,1.77,否,是,强势横盘型,尾盘普通,40.0,58.0,C,只观察。结构【强势横盘型】，最终评分58.00，不主动隔夜。
600362,江西铜业,2026-07-22,88.0,0.0,88.0,低,铜,output/sector_cache.csv,0.09,3843232.0,0.12,171,15,3.46,0.0,0.0,未知,优先观察,38.62,41.71,44.42,41.71,43.9,44.42,41.71,44.21,42.72,43.05,4257401043.52,369714250.24,0.71,11.47,7.02,0.4945,3.21,3.08,0.77,否,否,高波动震荡型,尾盘普通,35.0,56.2,C,只观察。结构【高波动震荡型】，最终评分56.20，不主动隔夜。
603699,纽威股份,2026-07-22,90.0,0.0,90.0,低,通用设备,output/sector_cache.csv,0.75,349503184.0,2.43,18,155,-4.44,0.0,0.0,未知,优先观察,40.35,41.55,42.0,41.02,41.58,42.0,40.88,41.88,40.88,41.53,334645303.2,65570927.0,1.61,2.92,2.78,0.5804,1.59,1.12,1.59,否,否,普通震荡型,尾盘普通,30.0,54.0,C,只观察。结构【普通震荡型】，最终评分54.00，不主动隔夜。
600111,北方稀土,2026-07-22,88.0,0.0,88.0,低,稀土,output/sector_cache.csv,-0.17,-35314745.0,-3.72,427,5,6.54,0.0,0.0,回避,资金未去，避免隔夜,37.58,38.98,39.6,38.7,39.41,39.6,38.7,39.45,38.8,39.12,2535024567.75,233971573.76,0.76,4.1,2.39,0.4667,1.09,1.21,0.82,否,否,普通震荡型,尾盘普通,20.0,47.2,D,放弃。结构【普通震荡型】，最终评分47.20。
002179,中航光电,2026-07-22,88.0,0.0,88.0,低,国防军工,output/sector_cache.csv,0.77,-169317552.0,-1.71,479,131,-3.67,0.0,0.0,谨慎,涨但资金未跟，谨慎,32.27,33.87,34.78,33.67,34.58,34.83,33.67,34.83,34.19,34.31,1234085431.61,85667655.64,0.57,6.32,3.59,0.5517,1.9,1.49,0.35,否,否,普通震荡型,尾盘普通,20.0,47.2,D,放弃。结构【普通震荡型】，最终评分47.20。
688568,中科星图,2026-07-22,90.0,0.0,90.0,低,IT服务Ⅲ,output/sector_cache.csv,2.24,1242117616.0,11.04,10,144,-3.92,0.0,0.0,未知,优先观察,34.33,34.39,34.65,33.43,33.88,34.65,33.43,34.14,33.63,33.9,500983980.39,47943146.86,0.79,-1.25,3.55,0.3852,1.41,2.16,0.8,否,否,急跌修复失败型,尾盘无承接,0.0,36.0,D,放弃。结构【急跌修复失败型】，最终评分36.00。
300624,万兴科技,2026-07-22,90.0,0.0,90.0,低,横向通用软件,output/sector_cache.csv,1.96,-1096512.0,-0.03,230,110,-3.0,0.0,0.0,谨慎,涨但资金未跟，谨慎,46.8,48.41,48.65,46.8,47.81,48.65,46.8,47.9,46.8,47.11,401872765.71,37819686.93,0.77,0.66,3.95,0.1676,0.66,3.17,0.66,否,否,弱势收盘型,尾盘无承接,0.0,36.0,D,放弃。结构【弱势收盘型】，最终评分36.00。
600160,巨化股份,2026-07-22,88.0,0.0,88.0,低,氟化工,output/sector_cache.csv,-2.99,-121317796.0,-5.17,466,173,-5.2,0.0,0.0,回避,资金未去，避免隔夜,37.9,39.98,40.29,39.0,39.63,40.29,38.5,39.65,38.5,38.78,1731421931.34,154131152.69,0.73,2.32,4.72,0.1564,0.73,3.75,0.73,否,否,弱势收盘型,尾盘无承接,0.0,35.2,D,放弃。结构【弱势收盘型】，最终评分35.20。
002709,天赐材料,2026-07-22,88.0,0.0,88.0,低,电池化学品,output/sector_cache.csv,-0.62,-79811520.0,-1.92,455,90,-2.39,0.0,0.0,回避,资金未去，避免隔夜,33.41,35.95,36.88,35.45,36.12,36.88,35.09,36.17,35.09,35.26,2469685398.8,220748379.85,0.73,5.54,5.36,0.095,0.48,4.39,0.48,否,否,弱势收盘型,尾盘无承接,0.0,35.2,D,放弃。结构【弱势收盘型】，最终评分35.20。
300450,先导智能,2026-07-22,88.0,0.0,88.0,低,电池,output/sector_cache.csv,-0.66,-379570416.0,-2.68,495,59,-1.37,0.0,0.0,回避,资金未去，避免隔夜,31.27,32.92,33.06,32.05,32.56,33.06,31.77,32.58,31.77,31.89,1380108032.27,124611426.21,0.74,1.98,4.13,0.093,0.38,3.54,0.38,否,否,弱势收盘型,尾盘无承接,0.0,35.2,D,放弃。结构【弱势收盘型】，最终评分35.20。
300765,石药创新,2026-07-22,88.0,0.0,88.0,低,化学制药,output/sector_cache.csv,0.34,-169872992.0,-1.52,480,152,-4.23,0.0,0.0,谨慎,涨但资金未跟，谨慎,41.62,40.88,42.98,39.92,40.5,42.98,38.8,40.7,38.8,39.74,942378303.56,139866689.46,1.22,-4.52,10.04,0.2249,2.42,7.54,2.42,否,否,急跌修复失败型,尾盘无承接,0.0,35.2,D,放弃。结构【急跌修复失败型】，最终评分35.20。
300433,蓝思科技,2026-07-22,83.0,0.0,83.0,中,消费电子,output/sector_cache.csv,0.75,741538448.0,4.75,12,57,-1.35,0.0,0.0,未知,优先观察,34.22,37.8,39.0,37.2,38.34,39.0,36.46,38.42,36.46,36.8,4599035701.81,449705536.36,0.8,7.54,7.42,0.1339,0.93,5.64,0.93,否,否,弱势收盘型,尾盘无承接,0.0,33.2,D,放弃。结构【弱势收盘型】，最终评分33.20。
