datetime,open,high,low,close,volume,amount
2026-05-19 13:37:00,31.61,31.65,31.61,31.65,65200,2063580.0
2026-05-19 13:38:00,31.65,31.66,31.64,31.65,16800,531720.0
2026-05-19 13:39:00,31.65,31.71,31.64,31.7,78460,2487182.0
2026-05-19 13:40:00,31.71,31.76,31.69,31.69,71740,2273440.6
2026-05-19 13:41:00,31.69,31.69,31.63,31.65,38700,1224855.0
2026-05-19 13:42:00,31.66,31.73,31.63,31.72,27200,862784.0
2026-05-19 13:43:00,31.71,31.72,31.7,31.72,38400,1218048.0
2026-05-19 13:44:00,31.71,31.73,31.67,31.69,88800,2814072.0
2026-05-19 13:45:00,31.69,31.72,31.69,31.7,20400,646680.0
2026-05-19 13:46:00,31.7,31.74,31.67,31.74,103200,3275568.0
2026-05-19 13:47:00,31.68,31.8,31.68,31.76,92300,2931448.0
2026-05-19 13:48:00,31.74,31.8,31.72,31.78,69200,2199176.0
2026-05-19 13:49:00,31.78,31.85,31.78,31.81,87550,2784965.5
2026-05-19 13:50:00,31.82,31.93,31.8,31.93,138500,4422305.0
2026-05-19 13:51:00,31.9,31.93,31.9,31.9,49900,1591810.0
2026-05-19 13:52:00,31.9,31.9,31.86,31.87,28100,895547.0
2026-05-19 13:53:00,31.86,31.86,31.81,31.83,55600,1769748.0
2026-05-19 13:54:00,31.84,31.85,31.81,31.83,39000,1241370.0
2026-05-19 13:55:00,31.83,31.83,31.81,31.82,37800,1202796.0
2026-05-19 13:56:00,31.83,31.85,31.82,31.85,32100,1022385.0
2026-05-19 13:57:00,31.84,31.85,31.81,31.83,31200,993096.0
2026-05-19 13:58:00,31.81,31.82,31.8,31.82,37300,1186886.0
2026-05-19 13:59:00,31.82,31.82,31.8,31.8,33000,1049400.0
2026-05-19 14:00:00,31.8,31.87,31.8,31.87,119300,3802091.0
2026-05-19 14:01:00,31.88,31.92,31.87,31.9,88500,2823150.0
2026-05-19 14:02:00,31.9,31.9,31.82,31.83,82300,2619609.0
2026-05-19 14:03:00,31.87,31.88,31.84,31.87,29200,930604.0
2026-05-19 14:04:00,31.88,31.91,31.87,31.9,92100,2937990.0
2026-05-19 14:05:00,31.89,31.95,31.88,31.94,193660,6185500.4
2026-05-19 14:06:00,31.94,31.95,31.83,31.87,285000,9082950.0
2026-05-19 14:07:00,31.92,32.02,31.88,32.02,384400,12308488.000000002
2026-05-19 14:08:00,32.02,32.05,31.93,31.95,122000,3897900.0
2026-05-19 14:09:00,31.93,31.97,31.9,31.97,50300,1608091.0
2026-05-19 14:10:00,31.95,31.98,31.89,31.92,137500,4389000.0
2026-05-19 14:11:00,31.92,31.92,31.86,31.87,62600,1995062.0
2026-05-19 14:12:00,31.88,31.9,31.87,31.9,47100,1502490.0
2026-05-19 14:13:00,31.9,31.95,31.9,31.95,48000,1533600.0
2026-05-19 14:14:00,31.95,31.97,31.93,31.97,44900,1435453.0
2026-05-19 14:15:00,31.96,32.0,31.96,32.0,127180,4069760.0
2026-05-19 14:16:00,31.99,32.0,31.96,31.98,40200,1285596.0
2026-05-19 14:17:00,31.96,32.0,31.96,31.99,61700,1973783.0
2026-05-19 14:18:00,31.99,32.01,31.99,32.01,82200,2631222.0
2026-05-19 14:19:00,32.01,32.02,31.99,31.99,74200,2373658.0
2026-05-19 14:20:00,32.0,32.1,32.0,32.09,143000,4588870.000000001
2026-05-19 14:21:00,32.1,32.12,32.01,32.05,209200,6704859.999999999
2026-05-19 14:22:00,32.02,32.05,32.01,32.01,62000,1984619.9999999998
2026-05-19 14:23:00,32.01,32.01,31.98,31.99,62800,2008972.0
2026-05-19 14:24:00,32.0,32.03,31.99,31.99,48900,1564311.0
2026-05-19 14:25:00,32.0,32.01,31.99,31.99,34100,1090859.0
2026-05-19 14:26:00,31.99,32.03,31.99,32.02,47800,1530556.0000000002
2026-05-19 14:27:00,32.02,32.02,31.98,32.0,100300,3209600.0
2026-05-19 14:28:00,32.0,32.02,31.99,32.0,92800,2969600.0
2026-05-19 14:29:00,32.0,32.01,32.0,32.01,57500,1840575.0
2026-05-19 14:30:00,32.0,32.02,32.0,32.02,61000,1953220.0000000002
2026-05-19 14:31:00,32.01,32.08,32.01,32.07,126300,4050441.0
2026-05-19 14:32:00,32.08,32.14,32.06,32.14,162580,5225321.2
2026-05-19 14:33:00,32.14,32.15,32.13,32.15,68900,2215135.0
2026-05-19 14:34:00,32.15,32.16,32.14,32.15,79500,2555925.0
2026-05-19 14:35:00,32.15,32.16,32.13,32.15,146400,4706760.0
2026-05-19 14:36:00,32.15,32.19,32.13,32.19,166895,5372350.05
2026-05-19 14:37:00,32.19,32.3,32.18,32.27,266648,8604730.96
2026-05-19 14:38:00,32.27,32.28,32.25,32.26,135000,4355100.0
2026-05-19 14:39:00,32.25,32.27,32.2,32.22,107300,3457206.0
2026-05-19 14:40:00,32.22,32.26,32.21,32.26,171105,5519847.3
2026-05-19 14:41:00,32.26,32.27,32.22,32.24,120500,3884920.0000000005
2026-05-19 14:42:00,32.24,32.25,32.23,32.24,86500,2788760.0
2026-05-19 14:43:00,32.25,32.25,32.23,32.23,83100,2678312.9999999995
2026-05-19 14:44:00,32.23,32.24,32.22,32.23,81300,2620298.9999999995
2026-05-19 14:45:00,32.23,32.25,32.23,32.23,113100,3645212.9999999995
2026-05-19 14:46:00,32.23,32.25,32.23,32.23,152000,4898959.999999999
2026-05-19 14:47:00,32.23,32.24,32.2,32.22,190800,6147576.0
2026-05-19 14:48:00,32.23,32.25,32.23,32.24,186620,6016628.800000001
2026-05-19 14:49:00,32.24,32.25,32.24,32.24,149400,4816656.0
2026-05-19 14:50:00,32.24,32.26,32.23,32.25,185251,5974344.75
2026-05-19 14:51:00,32.24,32.26,32.22,32.25,197829,6379985.25
2026-05-19 14:52:00,32.24,32.25,32.21,32.23,238295,7680247.85
2026-05-19 14:53:00,32.23,32.24,32.22,32.24,128660,4147998.4000000004
2026-05-19 14:54:00,32.24,32.28,32.23,32.27,328365,10596338.55
2026-05-19 14:55:00,32.28,32.29,32.26,32.27,283600,9151772.0
2026-05-19 14:56:00,32.27,32.28,32.11,32.18,328600,10574348.0
2026-05-19 14:57:00,32.2,32.25,32.18,32.2,312900,10075380.0
2026-05-19 15:00:00,32.2,32.2,32.2,32.2,490420,15791524.000000002
2026-05-20 09:31:00,34.5,35.42,34.5,35.42,9661020,342193328.40000004
2026-05-20 09:32:00,35.42,35.42,35.42,35.42,1385600,49077952.0
2026-05-20 09:33:00,35.42,35.42,35.42,35.42,791126,28021682.92
2026-05-20 09:34:00,35.42,35.42,35.42,35.42,519160,18388647.2
2026-05-20 09:35:00,35.42,35.42,35.42,35.42,356460,12625813.200000001
2026-05-20 09:36:00,35.42,35.42,35.42,35.42,234116,8292388.720000001
2026-05-20 09:37:00,35.42,35.42,35.42,35.42,214880,7611049.600000001
2026-05-20 09:38:00,35.42,35.42,35.42,35.42,174420,6177956.4
2026-05-20 09:39:00,35.42,35.42,35.42,35.42,227200,8047424.0
2026-05-20 09:40:00,35.42,35.42,35.42,35.42,208140,7372318.800000001
2026-05-20 09:41:00,35.42,35.42,35.42,35.42,135700,4806494.0
2026-05-20 09:42:00,35.42,35.42,35.42,35.42,221700,7852614.0
2026-05-20 09:43:00,35.42,35.42,35.42,35.42,171480,6073821.600000001
2026-05-20 09:44:00,35.42,35.42,35.42,35.42,158220,5604152.4
2026-05-20 09:45:00,35.42,35.42,35.42,35.42,107240,3798440.8000000003
2026-05-20 09:46:00,35.42,35.42,35.42,35.42,117580,4164683.6
2026-05-20 09:47:00,35.42,35.42,35.42,35.42,66900,2369598.0
2026-05-20 09:48:00,35.42,35.42,35.42,35.42,63400,2245628.0
2026-05-20 09:49:00,35.42,35.42,35.42,35.42,74860,2651541.2
2026-05-20 09:50:00,35.42,35.42,35.42,35.42,40880,1447969.6
2026-05-20 09:51:00,35.42,35.42,35.42,35.42,94700,3354274.0
2026-05-20 09:52:00,35.42,35.42,35.42,35.42,81300,2879646.0
2026-05-20 09:53:00,35.42,35.42,35.42,35.42,67880,2404309.6
2026-05-20 09:54:00,35.42,35.42,35.42,35.42,58540,2073486.8
2026-05-20 09:55:00,35.42,35.42,35.42,35.42,43220,1530852.4000000001
2026-05-20 09:56:00,35.42,35.42,35.42,35.42,57800,2047276.0
2026-05-20 09:57:00,35.42,35.42,35.42,35.42,41328,1463837.76
