datetime,open,high,low,close,volume,amount
2026-06-18 13:37:00,41.44,41.45,41.36,41.42,117600,4870992.0
2026-06-18 13:38:00,41.41,41.42,41.38,41.4,93100,3854340.0
2026-06-18 13:39:00,41.4,41.44,41.39,41.41,131600,5449556.0
2026-06-18 13:40:00,41.4,41.43,41.36,41.41,159000,6584189.999999999
2026-06-18 13:41:00,41.41,41.43,41.36,41.37,106600,4410042.0
2026-06-18 13:42:00,41.37,41.43,41.36,41.41,139800,5789117.999999999
2026-06-18 13:43:00,41.41,41.42,41.35,41.36,155900,6448024.0
2026-06-18 13:44:00,41.35,41.38,41.33,41.33,106600,4405778.0
2026-06-18 13:45:00,41.32,41.34,41.23,41.23,142200,5862906.0
2026-06-18 13:46:00,41.23,41.24,41.18,41.18,90400,3722672.0
2026-06-18 13:47:00,41.18,41.24,41.17,41.18,166500,6856470.0
2026-06-18 13:48:00,41.18,41.18,41.09,41.15,214600,8830790.0
2026-06-18 13:49:00,41.15,41.2,41.15,41.19,141300,5820147.0
2026-06-18 13:50:00,41.2,41.24,41.17,41.22,151700,6253074.0
2026-06-18 13:51:00,41.19,41.25,41.18,41.23,98400,4057031.9999999995
2026-06-18 13:52:00,41.24,41.28,41.21,41.24,104900,4326076.0
2026-06-18 13:53:00,41.24,41.26,41.19,41.26,131000,5405060.0
2026-06-18 13:54:00,41.26,41.34,41.25,41.3,145500,6009150.0
2026-06-18 13:55:00,41.3,41.46,41.28,41.44,194400,8055936.0
2026-06-18 13:56:00,41.44,41.53,41.4,41.53,212800,8837584.0
2026-06-18 13:57:00,41.5,41.52,41.46,41.51,153500,6371785.0
2026-06-18 13:58:00,41.51,41.52,41.47,41.51,167500,6952925.0
2026-06-18 13:59:00,41.51,41.59,41.49,41.54,170179,7069235.66
2026-06-18 14:00:00,41.59,41.66,41.54,41.62,205000,8532100.0
2026-06-18 14:01:00,41.63,41.77,41.59,41.75,295600,12341300.0
2026-06-18 14:02:00,41.75,41.83,41.69,41.81,369400,15444614.0
2026-06-18 14:03:00,41.81,41.85,41.69,41.74,411500,17176010.0
2026-06-18 14:04:00,41.74,41.79,41.62,41.75,282100,11777675.0
2026-06-18 14:05:00,41.74,41.84,41.73,41.8,270695,11315051.0
2026-06-18 14:06:00,41.8,41.98,41.8,41.92,507000,21253440.0
2026-06-18 14:07:00,41.92,42.01,41.81,41.99,856100,35947639.0
2026-06-18 14:08:00,41.99,42.0,41.8,41.83,366700,15339061.0
2026-06-18 14:09:00,41.82,41.92,41.8,41.82,281200,11759784.0
2026-06-18 14:10:00,41.83,41.9,41.8,41.9,239700,10043430.0
2026-06-18 14:11:00,41.89,41.96,41.85,41.92,145900,6116128.0
2026-06-18 14:12:00,41.91,42.0,41.89,42.0,202300,8496600.0
2026-06-18 14:13:00,41.98,42.1,41.89,42.05,454000,19090700.0
2026-06-18 14:14:00,42.05,42.25,42.0,42.24,499000,21077760.0
2026-06-18 14:15:00,42.24,42.25,42.12,42.19,716200,30216478.0
2026-06-18 14:16:00,42.16,42.21,42.09,42.12,446500,18806580.0
2026-06-18 14:17:00,42.1,42.19,42.09,42.15,367900,15506985.0
2026-06-18 14:18:00,42.14,42.16,42.05,42.13,273000,11501490.0
2026-06-18 14:19:00,42.14,42.16,42.1,42.11,322300,13572053.0
2026-06-18 14:20:00,42.11,42.24,42.08,42.23,264558,11172284.34
2026-06-18 14:21:00,42.23,42.33,42.19,42.23,668500,28230754.999999996
2026-06-18 14:22:00,42.21,42.3,42.19,42.25,312800,13215800.0
