datetime,open,high,low,close,volume,amount
2026-05-11 13:37:00,76.96,77.02,76.96,77.02,94500,7278390.0
2026-05-11 13:38:00,77.02,77.06,77.0,77.05,113900,8775995.0
2026-05-11 13:39:00,77.05,77.06,76.99,77.0,159900,12312300.0
2026-05-11 13:40:00,77.0,77.0,76.89,76.9,130500,10035450.0
2026-05-11 13:41:00,76.91,76.93,76.86,76.87,112400,8640188.0
2026-05-11 13:42:00,76.86,76.93,76.85,76.9,208505,16034034.500000002
2026-05-11 13:43:00,76.89,76.92,76.81,76.81,194095,14908436.950000001
2026-05-11 13:44:00,76.81,76.82,76.66,76.66,205700,15768962.0
2026-05-11 13:45:00,76.65,76.67,76.52,76.55,206100,15776955.0
2026-05-11 13:46:00,76.55,76.64,76.51,76.64,238500,18278640.0
2026-05-11 13:47:00,76.63,76.65,76.6,76.6,148302,11359933.2
2026-05-11 13:48:00,76.6,76.62,76.53,76.53,122398,9367118.94
2026-05-11 13:49:00,76.54,76.54,76.45,76.45,255300,19517685.0
2026-05-11 13:50:00,76.45,76.51,76.42,76.49,210700,16116442.999999998
2026-05-11 13:51:00,76.49,76.49,76.45,76.47,163600,12510492.0
2026-05-11 13:52:00,76.48,76.59,76.46,76.59,114700,8784873.0
2026-05-11 13:53:00,76.59,76.62,76.54,76.6,181400,13895239.999999998
2026-05-11 13:54:00,76.6,76.63,76.59,76.62,79600,6098952.0
2026-05-11 13:55:00,76.62,76.62,76.53,76.58,187900,14389382.0
2026-05-11 13:56:00,76.53,76.58,76.5,76.52,104400,7988688.0
2026-05-11 13:57:00,76.53,76.58,76.5,76.58,168400,12896072.0
2026-05-11 13:58:00,76.58,76.63,76.55,76.6,135500,10379300.0
2026-05-11 13:59:00,76.6,76.61,76.57,76.59,99600,7628364.0
2026-05-11 14:00:00,76.6,76.62,76.56,76.58,101800,7795844.0
2026-05-11 14:01:00,76.57,76.6,76.56,76.59,83600,6402924.0
2026-05-11 14:02:00,76.6,76.69,76.58,76.66,124200,9521172.0
2026-05-11 14:03:00,76.69,76.84,76.68,76.82,128800,9894416.0
2026-05-11 14:04:00,76.81,76.83,76.76,76.82,141000,10831619.999999998
2026-05-11 14:05:00,76.81,76.87,76.77,76.86,171000,13143060.0
2026-05-11 14:06:00,76.86,76.87,76.82,76.83,202900,15588807.0
2026-05-11 14:07:00,76.83,76.85,76.72,76.72,90500,6943160.0
2026-05-11 14:08:00,76.72,76.85,76.71,76.8,178902,13739673.6
2026-05-11 14:09:00,76.85,76.92,76.82,76.91,82105,6314695.55
2026-05-11 14:10:00,76.92,77.0,76.92,76.98,89000,6851220.0
2026-05-11 14:11:00,76.98,77.0,76.96,76.97,142100,10937437.0
2026-05-11 14:12:00,76.97,77.04,76.93,77.04,211400,16286256.000000002
2026-05-11 14:13:00,77.03,77.1,77.02,77.09,122900,9474361.0
2026-05-11 14:14:00,77.1,77.1,77.06,77.07,109900,8469993.0
2026-05-11 14:15:00,77.07,77.08,76.97,77.02,171800,13232036.0
2026-05-11 14:16:00,77.02,77.04,76.99,77.0,103600,7977200.0
2026-05-11 14:17:00,77.0,77.17,77.0,77.16,213105,16443181.799999999
2026-05-11 14:18:00,77.16,77.28,77.16,77.28,124550,9625224.0
2026-05-11 14:19:00,77.28,77.29,77.13,77.13,324250,25009402.5
2026-05-11 14:20:00,77.13,77.14,77.08,77.08,101200,7800496.0
2026-05-11 14:21:00,77.08,77.08,77.01,77.02,104600,8056292.0
2026-05-11 14:22:00,77.01,77.05,77.01,77.03,104600,8057338.0
2026-05-11 14:23:00,77.03,77.04,77.0,77.0,117800,9070600.0
2026-05-11 14:24:00,77.0,77.03,77.0,77.02,83532,6433634.64
2026-05-11 14:25:00,77.03,77.09,77.01,77.08,87500,6744500.0
2026-05-11 14:26:00,77.08,77.09,77.06,77.07,112500,8670375.0
2026-05-11 14:27:00,77.07,77.08,77.05,77.08,93400,7199272.0
2026-05-11 14:28:00,77.06,77.14,77.05,77.12,153400,11830208.0
2026-05-11 14:29:00,77.12,77.15,77.12,77.14,112100,8647394.0
2026-05-11 14:30:00,77.15,77.2,77.14,77.18,124930,9642097.4
2026-05-11 14:31:00,77.2,77.2,77.16,77.18,125100,9655218.0
2026-05-11 14:32:00,77.19,77.2,77.18,77.2,144900,11186280.0
2026-05-11 14:33:00,77.19,77.2,77.11,77.12,168700,13010144.0
2026-05-11 14:34:00,77.12,77.12,77.01,77.02,137800,10613356.0
2026-05-11 14:35:00,77.03,77.04,76.9,77.04,383800,29567952.000000004
2026-05-11 14:36:00,77.03,77.07,77.02,77.06,154700,11921182.0
2026-05-11 14:37:00,77.06,77.07,77.0,77.04,222900,17172216.0
2026-05-11 14:38:00,77.03,77.05,77.01,77.03,106735,8221797.05
2026-05-11 14:39:00,77.03,77.05,77.02,77.04,154000,11864160.000000002
2026-05-11 14:40:00,77.04,77.07,77.04,77.07,163800,12624065.999999998
2026-05-11 14:41:00,77.06,77.16,77.05,77.16,364100,28093956.0
2026-05-11 14:42:00,77.16,77.16,77.08,77.11,246400,18999904.0
2026-05-11 14:43:00,77.11,77.14,77.1,77.12,185750,14325040.0
2026-05-11 14:44:00,77.11,77.13,77.1,77.11,272250,20993197.5
2026-05-11 14:45:00,77.11,77.13,77.09,77.12,269100,20752992.0
2026-05-11 14:46:00,77.12,77.13,77.09,77.12,283800,21886656.0
2026-05-11 14:47:00,77.12,77.17,77.11,77.17,325900,25149703.0
2026-05-11 14:48:00,77.17,77.23,77.16,77.23,321100,24798553.0
2026-05-11 14:49:00,77.22,77.35,77.21,77.35,350615,27120070.249999996
2026-05-11 14:50:00,77.35,77.45,77.32,77.41,596450,46171194.5
2026-05-11 14:51:00,77.41,77.43,77.37,77.38,450250,34840345.0
2026-05-11 14:52:00,77.38,77.41,77.37,77.39,397500,30762525.0
2026-05-11 14:53:00,77.39,77.41,77.37,77.4,319700,24744780.0
2026-05-11 14:54:00,77.4,77.45,77.4,77.42,486598,37672417.160000004
2026-05-11 14:55:00,77.42,77.44,77.33,77.37,744100,57571017.0
2026-05-11 14:56:00,77.37,77.4,77.36,77.39,595800,46108962.0
2026-05-11 14:57:00,77.37,77.4,77.29,77.36,563479,43590735.44
2026-05-11 15:00:00,77.37,77.37,77.37,77.37,979600,75791652.0
2026-05-12 09:31:00,77.86,77.99,76.72,76.76,2460000,188829600.0
2026-05-12 09:32:00,76.76,76.98,76.32,76.95,1608800,123797160.0
2026-05-12 09:33:00,76.95,77.16,76.68,76.7,926500,71062550.0
2026-05-12 09:34:00,76.7,77.07,76.64,77.07,935921,72131431.47
2026-05-12 09:35:00,77.07,77.3,77.0,77.24,687100,53071604.0
