股票代码,股票名称,确认日期,日线评分,风险扣分,候选评分,风险等级,所属板块,板块映射来源,板块涨跌幅,主力净流入,主力净流入占比,板块当日资金排名,板块近5日排名,板块近5日平均涨幅,板块广度,龙头涨幅,板块数据状态,隔夜建议,昨收,今日开盘,上午最高,上午最低,午盘价,今日最高,今日最低,下午最高,下午最低,收盘价,今日成交额,尾盘成交额,尾盘放量倍数,今日涨跌幅,今日振幅,收盘位置,从低点修复幅度,从高点回落幅度,下午修复强度,是否突破上午高点,是否收在全天高位区,分时结构标签,尾盘抢筹标签,尾盘评分,最终评分,隔夜建议等级,隔夜建议说明
002487,大金重工,2026-08-06,90.0,0.0,90.0,低,风电设备,output/sector_cache.csv,2.86,155902127.0,5.29,10.0,63.0,0.39,0.0,0.0,未知,优先观察,41.57,42.02,42.35,41.5,41.51,42.35,41.5,42.35,41.5,41.51,674880793.64,0.0,0.0,-0.14,2.04,0.0118,0.02,1.98,0.02,否,否,弱势收盘型,尾盘无承接,0.0,36.0,D,放弃。结构【弱势收盘型】，最终评分36.00。
002240,盛新锂能,2026-08-06,90.0,0.0,90.0,中,能源金属,output/sector_cache.csv,-0.98,-192881140.0,-7.0,436.0,34.0,2.74,0.0,0.0,回避,资金未去，避免隔夜,29.42,31.01,31.3,30.35,30.51,31.3,30.35,31.3,30.35,30.51,906389882.96,0.0,0.0,3.7,3.23,0.1684,0.53,2.52,0.53,否,否,弱势收盘型,尾盘无承接,0.0,36.0,D,放弃。结构【弱势收盘型】，最终评分36.00。
300001,特锐德,2026-08-06,90.0,0.0,90.0,低,输变电设备,output/sector_cache.csv,2.49,69423056.0,1.24,28.0,61.0,0.58,0.0,0.0,未知,优先观察,36.24,35.88,36.0,35.08,35.13,36.0,35.08,36.0,35.08,35.13,375374526.76,0.0,0.0,-3.06,2.54,0.0543,0.14,2.42,0.14,否,否,急跌修复失败型,尾盘无承接,0.0,36.0,D,放弃。结构【急跌修复失败型】，最终评分36.00。
600988,赤峰黄金,2026-08-06,90.0,0.0,90.0,中,黄金,output/sector_cache.csv,-2.36,-356508176.0,-8.38,460.0,14.0,6.09,0.0,0.0,回避,资金未去，避免隔夜,37.75,43.53,43.6,41.5,41.6,43.6,41.5,43.6,41.5,41.6,2642323870.65,0.0,0.0,10.2,5.56,0.0476,0.24,4.59,0.24,否,否,弱势收盘型,尾盘无承接,0.0,36.0,D,放弃。结构【弱势收盘型】，最终评分36.00。
600895,张江高科,2026-08-06,90.0,0.0,90.0,低,产业地产,output/sector_cache.csv,-0.32,-54159110.0,-6.6,377.0,173.0,-4.15,0.0,0.0,回避,资金未去，避免隔夜,31.06,32.6,33.4,32.4,32.71,33.4,32.4,33.4,32.4,32.71,867736091.56,0.0,0.0,5.31,3.22,0.31,0.96,2.07,0.96,否,否,弱势收盘型,尾盘无承接,0.0,36.0,D,放弃。结构【弱势收盘型】，最终评分36.00。
600885,宏发股份,2026-08-06,90.0,0.0,90.0,低,电网自动化设备,output/sector_cache.csv,2.12,86298669.0,3.2,25.0,42.0,2.14,0.0,0.0,未知,优先观察,36.31,36.45,36.9,34.84,34.94,36.9,34.84,36.9,34.84,34.94,534835315.33,0.0,0.0,-3.77,5.67,0.0485,0.29,5.31,0.29,否,否,急跌修复失败型,尾盘无承接,0.0,36.0,D,放弃。结构【急跌修复失败型】，最终评分36.00。
600160,巨化股份,2026-08-06,90.0,0.0,90.0,中,氟化工,output/sector_cache.csv,-0.88,-303454534.0,-10.84,450.0,32.0,3.11,0.0,0.0,回避,资金未去，避免隔夜,41.35,42.71,43.82,42.35,42.91,43.82,42.35,43.82,42.35,42.91,1039970555.7,0.0,0.0,3.77,3.56,0.381,1.32,2.08,1.32,否,否,弱势收盘型,尾盘无承接,0.0,36.0,D,放弃。结构【弱势收盘型】，最终评分36.00。
002709,天赐材料,2026-08-06,85.0,0.0,85.0,中,电池化学品,output/sector_cache.csv,-0.56,-266999900.0,-5.93,444.0,75.0,-0.48,0.0,0.0,回避,资金未去，避免隔夜,37.11,39.06,39.33,38.56,38.57,39.33,38.56,39.33,38.56,38.57,1740619100.81,0.0,0.0,3.93,2.07,0.013,0.03,1.93,0.03,否,否,弱势收盘型,尾盘无承接,0.0,34.0,D,放弃。结构【弱势收盘型】，最终评分34.00。
002230,科大讯飞,2026-08-06,80.0,0.0,80.0,中,横向通用软件,output/sector_cache.csv,1.03,189621248.0,1.67,8.0,45.0,1.97,0.0,0.0,未知,优先观察,43.49,43.69,44.72,43.5,43.61,44.72,43.5,44.72,43.5,43.61,1785605454.78,0.0,0.0,0.28,2.81,0.0902,0.25,2.48,0.25,否,否,弱势收盘型,尾盘无承接,0.0,32.0,D,放弃。结构【弱势收盘型】，最终评分32.00。
300339,润和软件,2026-08-06,80.0,0.0,80.0,中,IT服务Ⅲ,output/sector_cache.csv,0.7,191147280.0,1.0,7.0,87.0,-1.15,0.0,0.0,未知,优先观察,38.67,39.1,40.13,38.8,38.82,40.13,38.8,40.13,38.8,38.82,819489478.82,0.0,0.0,0.39,3.44,0.015,0.05,3.26,0.05,否,否,弱势收盘型,尾盘无承接,0.0,32.0,D,放弃。结构【弱势收盘型】，最终评分32.00。
