股票代码,股票名称,确认日期,日线评分,风险扣分,候选评分,风险等级,所属板块,板块映射来源,板块涨跌幅,主力净流入,主力净流入占比,板块当日资金排名,板块近5日排名,板块近5日平均涨幅,板块广度,龙头涨幅,板块数据状态,隔夜建议,昨收,今日开盘,上午最高,上午最低,午盘价,今日最高,今日最低,下午最高,下午最低,收盘价,今日成交额,尾盘成交额,尾盘放量倍数,今日涨跌幅,今日振幅,收盘位置,从低点修复幅度,从高点回落幅度,下午修复强度,是否突破上午高点,是否收在全天高位区,分时结构标签,尾盘抢筹标签,尾盘评分,最终评分,隔夜建议等级,隔夜建议说明
605196,华通线缆,2026-08-06,90.0,0.0,90.0,低,电网设备,output/sector_cache.csv,2.23,423880832.0,2.87,1.0,103.0,-1.65,0.0,0.0,未知,优先观察,32.44,32.84,33.77,32.67,33.4,33.77,32.67,33.77,32.67,33.4,374725529.48,0.0,0.0,2.96,3.39,0.6636,2.23,1.1,2.23,否,否,强势横盘型,尾盘普通,45.0,63.0,C,只观察。结构【强势横盘型】，最终评分63.00，不主动隔夜。
002965,祥鑫科技,2026-08-06,90.0,0.0,90.0,中,其他汽车零部件,output/sector_cache.csv,0.84,-44456204.0,-2.06,357.0,106.0,-1.72,0.0,0.0,谨慎,涨但资金未跟，谨慎,28.94,30.5,31.45,30.08,30.92,31.45,30.08,31.45,30.08,30.92,329315169.56,0.0,0.0,6.84,4.73,0.6131,2.79,1.69,2.79,否,否,强势横盘型,尾盘普通,45.0,63.0,C,只观察。结构【强势横盘型】，最终评分63.00，不主动隔夜。
300458,全志科技,2026-08-06,95.0,0.0,95.0,中,数字芯片设计,output/sector_cache.csv,-1.62,-3468898560.0,-6.76,494.0,15.0,5.77,0.0,0.0,回避,资金未去，避免隔夜,33.14,33.43,35.25,33.1,34.19,35.25,33.1,35.25,33.1,34.19,1836922898.84,0.0,0.0,3.17,6.49,0.507,3.29,3.01,3.29,否,否,高波动震荡型,尾盘普通,35.0,59.0,C,只观察。结构【高波动震荡型】，最终评分59.00，不主动隔夜。
300759,康龙化成,2026-08-06,80.0,0.0,80.0,中,医疗服务,output/sector_cache.csv,-0.03,11948784.0,0.17,88.0,48.0,1.76,0.0,0.0,谨慎,资金流入但价格弱，谨慎,39.92,40.3,40.5,38.6,40.0,40.5,38.6,40.5,38.6,40.0,1548732795.61,0.0,0.0,0.2,4.76,0.7368,3.63,1.23,3.63,否,否,急跌修复成功型,尾盘普通,45.0,59.0,C,只观察。结构【急跌修复成功型】，最终评分59.00，不主动隔夜。
603236,移远通信,2026-08-06,90.0,0.0,90.0,低,通信,output/sector_cache.csv,0.89,-1166717440.0,-2.88,488.0,22.0,4.26,0.0,0.0,谨慎,涨但资金未跟，谨慎,46.39,46.99,51.16,46.58,49.02,51.16,46.58,51.16,46.58,49.02,546001518.97,0.0,0.0,5.67,9.87,0.5328,5.24,4.18,5.24,否,否,高波动震荡型,尾盘普通,35.0,57.0,C,只观察。结构【高波动震荡型】，最终评分57.00，不主动隔夜。
688249,晶合集成,2026-08-06,85.0,0.0,85.0,中,半导体,output/sector_cache.csv,-2.3,-6850149632.0,-6.59,495.0,16.0,5.69,0.0,0.0,回避,资金未去，避免隔夜,36.62,38.6,40.5,38.07,39.33,40.5,38.07,40.5,38.07,39.33,576194225.66,0.0,0.0,7.4,6.64,0.5185,3.31,2.89,3.31,否,否,高波动震荡型,尾盘普通,35.0,55.0,C,只观察。结构【高波动震荡型】，最终评分55.00，不主动隔夜。
000021,深科技,2026-08-06,85.0,0.0,85.0,中,消费电子,output/sector_cache.csv,-0.07,-1555824848.0,-7.75,492.0,31.0,3.25,0.0,0.0,回避,资金未去，避免隔夜,36.54,37.56,40.78,37.56,39.39,40.78,37.56,40.78,37.56,39.39,4736072146.76,0.0,0.0,7.8,8.81,0.5683,4.87,3.41,4.87,否,否,高波动震荡型,尾盘普通,35.0,55.0,C,只观察。结构【高波动震荡型】，最终评分55.00，不主动隔夜。
002407,多氟多,2026-08-06,85.0,0.0,85.0,中,氟化工,output/sector_cache.csv,-0.88,-303454534.0,-10.84,450.0,32.0,3.11,0.0,0.0,回避,资金未去，避免隔夜,31.36,32.41,34.35,32.4,33.41,34.35,32.4,34.35,32.4,33.41,3886999836.44,0.0,0.0,6.54,6.22,0.5179,3.12,2.74,3.12,否,否,高波动震荡型,尾盘普通,35.0,55.0,C,只观察。结构【高波动震荡型】，最终评分55.00，不主动隔夜。
002415,海康威视,2026-08-06,95.0,0.0,95.0,低,计算机设备,output/sector_cache.csv,0.82,201685136.0,1.93,5.0,133.0,-2.55,0.0,0.0,未知,优先观察,38.63,38.09,38.15,37.2,37.21,38.15,37.2,38.15,37.2,37.21,2660280348.13,0.0,0.0,-3.68,2.46,0.0105,0.03,2.46,0.03,否,否,急跌修复失败型,尾盘无承接,0.0,38.0,D,放弃。结构【急跌修复失败型】，最终评分38.00。
300085,银之杰,2026-08-06,90.0,0.0,90.0,中,软件开发,output/sector_cache.csv,0.32,-241486848.0,-1.06,443.0,58.0,0.73,0.0,0.0,谨慎,涨但资金未跟，谨慎,30.59,30.93,32.22,30.89,30.97,32.22,30.89,32.22,30.89,30.97,1256547275.04,0.0,0.0,1.24,4.35,0.0602,0.26,3.88,0.26,否,否,弱势收盘型,尾盘无承接,0.0,36.0,D,放弃。结构【弱势收盘型】，最终评分36.00。
